name,winery,variety,region,country,vintage,rating,price,type,body,acidity,food_pairings
Porto Alegre Vintage,Quinta do Portal,Touriga Nacional,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,Low,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Gouvyas Tinta Francisca Tinto,Bago de Touriga,Tinta Francisca,Douro,Portugal,,4.57,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
White Inspiration Chardonnay,Adega Cooperativa de Vidigueira,Chardonnay,Vidigueira,Portugal,,4.14,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Grande Reserva Touriga Franca,Carregosa,Touriga Franca,Douro,Portugal,,4.43,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Tinta Roriz,Quinta da Massôrra,Tinta Roriz,Minho,Portugal,,4.43,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Tawny Port Director's Reserve 20 Year Old,Cockburn's,Touriga Nacional,Porto,Portugal,,4.43,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Guyot Tinto,Portugal Boutique Winery,Touriga Nacional,Douro,Portugal,,4.43,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
20 Years Old Tawny Port,Val Moreira,Touriga Nacional,Douro,Portugal,,4.58,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Reserva Jaen,Soito,Jaen,Dão,Portugal,,4.29,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Dalva House Reserve Porto,C. da Silva,Touriga Nacional,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
Ambrosette Tawny Port,Sandeman,Touriga Nacional,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Field Blend Tinto,1808 Portugal,Touriga Nacional,Douro,Portugal,,4.25,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
40 Anos Years Old Malvasia,Barbeito,Malvasia,Madeira,Portugal,,4.5,,Dessert/Port,Very full-bodied,High,"['Sweet Dessert', 'Appetizer', 'Snack']"
Touriga Franca Rosé,Bacalhôa,Touriga Franca,Setúbal,Portugal,,4.43,,Rosé,Full-bodied,Low,['Beef']
Verdelho Madeira,Leacock's,Verdelho,Madeira,Portugal,,4.21,,Dessert/Port,Very full-bodied,High,"['Sweet Dessert', 'Appetizer', 'Snack']"
Dom Fradique Touriga Nacional Vinho Tinto,Seixais,Touriga Nacional,Dão,Portugal,,4.58,,Red,Full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Touriga Nacional Superior,Quinta da Devesa,Touriga Nacional,Douro,Portugal,,4.71,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Presidential Colheita Golden White Porto,C. da Silva,Touriga Nacional,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
31 Barricas,Poeira,Touriga Nacional,Douro,Portugal,,4.29,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Douro Valley Grande Escolha Vinho Tinto Touriga Nacional,Cuveta,Touriga Nacional,Douro,Portugal,,4.08,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Busto Premium Touriga Nacional,Quinta da Barca,Touriga Nacional,Douro,Portugal,,4.36,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
O Testemunho de Virgílio Loureiro Tinto,Quinta dos Termos,Touriga Nacional,Beira Interior,Portugal,,4.5,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Vinha do Bispado Grande Reserva Tinto,CARM,Touriga Nacional,Douro,Portugal,,4.33,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Damasceno Moscatel Roxo,Domingos Damasceno de Carvalho,Muscat/Moscatel Roxo,Setúbal,Portugal,,4.08,,Dessert,Full-bodied,Medium,"['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']"
Grande Reserva Branco,Portal d'Azenha,Arinto de Bucelas,Douro,Portugal,,4.17,,White,Light-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']"
Tinta Miuda Da Malhadinha,Malhadinha Nova,Tinta Miúda,Alentejo,Portugal,,4.58,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
Touriga Nacional,MUU Steakhouse,Touriga Nacional,Douro,Portugal,,4.5,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
37 Tinta Roriz-Touriga Nacional,Quinta da Casaboa,Touriga Nacional,Lisboa,Portugal,,4.42,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Special Reserve Porto,Invictus,Tinta Francisca,Porto,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
Rapel Valley Chilean Merlot,The Wine Selection,Merlot,Rapel Valley,Chile,,3.17,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal']"
Colheita Selecionada Branco,Porta de Santa Catarina,Arinto de Bucelas,Alentejano,Portugal,,4.0,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Alentejo Reserva Tinto,Sogrape,Alfrocheiro Preto,Douro,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Veal', 'Poultry']"
The Cork Grove Castelão-Touriga Nacional,Casal Branco,Castelão,Tejo,Portugal,,4.17,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Very Old White Port,Vieira de Sousa,Verdelho,Douro,Portugal,,4.5,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
20 Year Old Tawny Port,Martinez Gassiot,Tinta Roriz,Douro,Portugal,,4.0,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Fernão Pires,Quinta de Bons-Ventos,Fernão Pires,Lisboa,Portugal,,4.17,,White,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Colheita Port,Quinta da Trovisca,Tinta Barroca,Porto,Portugal,,4.83,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Douro Grande Reserva,Casaca de Ferro,Touriga Franca,Douro,Portugal,,4.0,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Guru NM Branco,Wine & Soul,Rabigato,Douro,Portugal,,4.17,,White,Light-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']"
Special Reserve Porto,Seara d'Ordens,Touriga Nacional,Porto,Portugal,,4.08,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
Grande Escolha Tinto,Quinta do Javali,Touriga Nacional,Douro,Portugal,,4.58,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Homenagem Tinto,Herdade do Meio,Syrah/Shiraz,Alentejano,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Quinta do Arnozelo Grande Reserva,Burmester,Touriga Nacional,Douro,Portugal,,4.67,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Ribeiro Real Lote 1 20 Years Old Boal Madeira,Barbeito,Boal Branco,Bual Madeira,Portugal,,4.58,,Dessert/Port,Very full-bodied,High,"['Sweet Dessert', 'Appetizer', 'Snack']"
Vinho Verde Branco Loureiro,Afros,Loureiro,Vinho Verde,Portugal,,4.25,,White,Very light-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Encruzado,Belmira Cruz,Encruzado,Dão,Portugal,,4.17,,White,Light-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']"
Touriga Franca,Oboé,Touriga Franca,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Viognier,Herdade da Lisboa,Viognier,Alentejo,Portugal,,4.5,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Trabuca Clássico Baga,Pedro Guilherme Andrade,Baga,Bairrada,Portugal,,4.1,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Reserva do Paul Sauvignon Blanc,Quinta Monteiro de Matos,Sauvignon Blanc,Tejo,Portugal,,4.0,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
16 Legoas Reserve Porto,Quinta da Vacaria,Tinto Cão,Porto,Portugal,,4.6,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
Grandé Reserva,Stanley,Touriga Nacional,Setúbal,Portugal,,4.6,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Late Bottled Vintage Porto,Portal d'Azenha,Touriga Nacional,Porto,Portugal,,4.1,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Moscatel de Setúbal,João M Barbosa,Muscat/Moscatel Roxo,Tejo,Portugal,,4.3,,Dessert,Medium-bodied,High,"['Sweet Dessert', 'Blue Cheese']"
Touriga Nacional,Quinta da Covada,Touriga Nacional,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Douro Touriga Nacional Red,Portela Du Vilarica,Touriga Nacional,Douro,Portugal,,4.3,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Alvarinho-Trajadura,Quinta de Maderne,Alvarinho,Minho,Portugal,,4.3,,White,Light-bodied,High,"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat']"
Passionada Lote Privado,Anselmo Mendes,Alvarinho,Vinho Verde,Portugal,,4.7,,Dessert,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Appetizer', 'Snack']"
Grand Reserve Port,Warre's,Tinta Roriz,Porto,Portugal,,4.8,,Dessert/Port,Very full-bodied,High,"['Beef', 'Sweet Dessert', 'Blue Cheese']"
Tinto,Sofis,Touriga Nacional,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
Reserva do Paul Grande Reserva,Quinta Monteiro de Matos,Syrah/Shiraz,Tejo,Portugal,,4.6,,Red,Full-bodied,High,"['Beef', 'Pasta', 'Veal', 'Poultry']"
Rogador Touriga Nacional,Mor Valley,Touriga Nacional,Douro,Portugal,,4.0,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
20 Years Old Tawny Porto,Quinta dos Mattos,Tinta Barroca,Porto,Portugal,,4.1,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Colheita Port,Rocha (Rocha's),Touriga Nacional,Porto,Portugal,,4.3,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Clara,Cortes de Cima,Antão Vaz,Alentejano,Portugal,,4.7,,White,Medium-bodied,High,"['Pasta', 'Pork', 'Shellfish', 'Lean Fish']"
Jaen,Castillo de Nova,Jaen,Dão,Portugal,,4.3,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Colheita Tinto,Portal d'Azenha,Touriga Nacional,Douro,Portugal,,4.1,,Red,Very full-bodied,High,"['Beef', 'Pasta', 'Lamb', 'Game Meat']"
40 years Old Tawny Port,Martha's,Tinta Amarela,Porto,Portugal,,4.4,,Dessert/Port,Very full-bodied,High,"['Beef', 'Maturated Cheese', 'Hard Cheese']"
Quinta das Estrémuas Jaen,Nelas,Jaen,Beiras,Portugal,,4.0,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Game Meat', 'Poultry']"
Nik Weis Selection Urban Riesling,Weingut Nik Weis-St. Urbans-Hof,Riesling,Mosel,Germany,,4.1,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Black Print,Schneider,Cabernet Dorsa,Pfalz,Germany,,4.07,,Red,Full-bodied,Medium,"['Beef', 'Barbecue', 'Spicy Food', 'Maturated Cheese']"
Gelblack Riesling Trocken,Schloss Johannisberg,Riesling,Rheingau,Germany,,4.01,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Mosel Riesling Feinherb,Dr. Willkomm,Riesling,Mosel,Germany,,4.05,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Rheinhessen Riesling Feinherb,Dr. Willkomm,Riesling,Rheinhessen,Germany,,4.27,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Wehlener Sonnenuhr Riesling Auslese,Joh. Jos. Prüm,Riesling,Wehlen,Germany,,4.44,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Kaitui Sauvignon Blanc,Schneider,Sauvignon Blanc,Pfalz,Germany,,4.11,,White,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Kiedrich Gräfenberg Riesling Trocken GG,Robert Weil,Riesling,Rheingau,Germany,,4.2,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Scharzhof,Egon Müller-Scharzhof,Riesling,Wiltingen,Germany,,4.21,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Von der Fels Riesling,Keller,Riesling,Rheinhessen,Germany,,4.01,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Oberhäuser Leistenberg Riesling Kabinett,Dönnhoff,Riesling,Nahe,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Graacher Himmelreich Riesling Kabinett,Joh. Jos. Prüm,Riesling,Graach,Germany,,4.15,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Kabinett Wehlener Sonnenuhr,Dr. Loosen,Riesling,Mosel,Germany,,4.07,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Tohuwabohu,Schneider,Cabernet Franc,Pfalz,Germany,,4.25,,Red,Medium-bodied,Medium,"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']"
Grünlack Riesling Spätlese,Schloss Johannisberg,Riesling,Rheingau,Germany,,4.3,,Dessert,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Kiedrich Klosterberg Riesling Trocken,Robert Weil,Riesling,Rheingau,Germany,,4.16,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Deutsche Weinreben Riesling Kabinett Halbtrocken,Peter Mertes,Riesling,Rheinhessen,Germany,,4.2,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Wehlener Sonnenuhr Riesling Spätlese,Joh. Jos. Prüm,Riesling,Wehlen,Germany,,4.31,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Brauneberger Juffer Riesling Trocken,Fritz Haag,Riesling,Brauneberg,Germany,,4.0,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Maxim Riesling,Maximin Grünhaus,Riesling,Mosel,Germany,,4.09,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Ürziger Würzgarten Riesling Spätlese,Dr. Loosen,Riesling,Mosel,Germany,,4.11,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Geheimrat 'J',Weingüter Wegeler,Riesling,Rheingau,Germany,,4.19,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Kabinett Ürziger Würzgarten,Dr. Loosen,Riesling,Mosel,Germany,,4.02,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Scharzhofberger Riesling Kabinett,Egon Müller-Scharzhof,Riesling,Mosel,Germany,,4.48,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Haus Klosterberg Riesling,Markus Molitor,Riesling,Mosel,Germany,,4.11,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Silberlack Riesling Trocken GG,Schloss Johannisberg,Riesling,Rheingau,Germany,,4.26,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Wehlener Sonnenuhr Riesling Kabinett,Joh. Jos. Prüm,Riesling,Wehlen,Germany,,4.15,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Deidesheimer Herrgottsacker,Von Winning,Riesling,Deidesheim,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Bernkastel-Kues Riesling Kabinett Feinherb,Peter Mertes Gold Edition,Riesling,Mosel,Germany,,4.07,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Gewürztraminer Spätlese,Anselmann,Gewürztraminer,Pfalz,Germany,,4.08,,Dessert,Full-bodied,Low,"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']"
Terra Montosa Riesling,Georg Breuer,Riesling,Rheingau,Germany,,4.0,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Rotlack Riesling Kabinett Trocken,Schloss Johannisberg,Riesling,Rheingau,Germany,,4.02,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
White Label Nik Weis Wiltinger Alte Reben,Weingut Nik Weis-St. Urbans-Hof,Riesling,Leiwen,Germany,,4.04,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Rotlack Riesling Kabinett Feinherb,Schloss Johannisberg,Riesling,Rheingau,Germany,,4.02,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Graacher Himmelreich Riesling Spätlese,Joh. Jos. Prüm,Riesling,Graach,Germany,,4.31,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Hermannshöhle Riesling GG,Dönnhoff,Riesling,Nahe,Germany,,4.37,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Morstein Riesling GG,Wittmann,Riesling,Rheinhessen,Germany,,4.38,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Brauneberger Juffer Sonnenuhr Riesling Auslese,Fritz Haag,Riesling,Brauneberg,Germany,,4.33,,Dessert,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Alte Reben Riesling,Van Volxem,Riesling,Mosel,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Alte Reben Spätburgunder,Bernhard Huber,Spätburgunder,Baden,Germany,,4.11,,Red,Full-bodied,High,"['Beef', 'Veal', 'Game Meat', 'Poultry']"
Malterdinger,Bernhard Huber,Chardonnay,Baden,Germany,,4.14,,White,Medium-bodied,Medium,"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']"
Zeltinger Sonnenuhr Riesling Auslese***,Markus Molitor,Riesling,Mosel,Germany,,4.46,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Sauvignon Blanc I,Von Winning,Sauvignon Blanc,Pfalz,Germany,,4.02,,White,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Estate Riesling (From Old Vines),Weingut Nik Weis-St. Urbans-Hof,Riesling,Leiwen,Germany,,4.07,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Trocken Brauneberger Juffer Sonnenuhr GG,Fritz Haag,Riesling,Brauneberg,Germany,,4.22,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Zeltinger Sonnenuhr Riesling Spätlese White Capsule,Markus Molitor,Riesling,Mosel,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Graacher Himmelreich Riesling Auslese,Joh. Jos. Prüm,Riesling,Graach,Germany,,4.33,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Weiss,Marto,Riesling,Rheinhessen,Germany,,4.21,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Halenberg Riesling GG,Emrich-Schönleber,Riesling,Nahe,Germany,,4.38,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Rotschiefer Riesling Kabinett,Van Volxem,Riesling,Mosel,Germany,,4.03,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Cuvée X,Knipser,Merlot,Pfalz,Germany,,4.28,,Red,Full-bodied,High,"['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese']"
Felseneck Riesling GG,Schäfer-Fröhlich,Riesling,Nahe,Germany,,4.31,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Wehlener Sonnenuhr Riesling Spätlese,Dr. Loosen,Riesling,Mosel,Germany,,4.11,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Maximin Grünhäuser Abtsberg Riesling Kabinett,Maximin Grünhaus,Riesling,Mosel,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Kabinett,Joh. Jos. Prüm,Riesling,Mosel,Germany,,4.01,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Landgraf von Hessen Riesling Trocken,Prinz von Hessen,Riesling,Rheingau,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Beerenauslese,Dr. Loosen,Riesling,Mosel,Germany,,4.26,,Dessert,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Heritage Collection Riesling,Peter Mertes,Riesling,Rheinhessen,Germany,,4.07,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Fumé Sauvignon Blanc,Oliver Zeter,Sauvignon Blanc,Pfalz,Germany,,4.07,,White,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Grauburgunder,Schneider,Grauburgunder,Pfalz,Germany,,4.03,,White,Medium-bodied,High,"['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat']"
Kiedrich Turmberg Riesling Trocken,Robert Weil,Riesling,Rheingau,Germany,,4.13,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Alte Reben Riesling Trocken,Carl Loewen,Riesling,Mosel,Germany,,4.08,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Felsenberg GG,Dönnhoff,Riesling,Nahe,Germany,,4.27,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Ungeheuer GG,Reichsrat von Buhl,Riesling,Pfalz,Germany,,4.29,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling,Paul Barn,Riesling,Rheinhessen,Germany,,4.03,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Wallufer Walkenberg Riesling Spätlese Trocken,J.B. Becker,Riesling,Rheingau,Germany,,4.12,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Berncasteler Doctor Riesling Kabinett,Witwe Dr. H. Thanisch Erben Müller-Burggraef,Riesling,Mosel,Germany,,4.01,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Brauneberger Juffer Riesling Spätlese,Fritz Haag,Riesling,Brauneberg,Germany,,4.1,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Scharzhofberger Riesling Spätlese,Egon Müller-Scharzhof,Riesling,Mosel,Germany,,4.52,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Ungeheuer GG,Von Winning,Pinot Gris,Pfalz,Germany,,4.34,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Süss & Fruchtig Riesling,Maybach,Riesling,Pfalz,Germany,,4.07,,White,Light-bodied,High,"['Appetizer', 'Shellfish', 'Cured Meat']"
Sauvignon Blanc,Dr. Von Bassermann-Jordan,Sauvignon Blanc,Pfalz,Germany,,4.01,,White,Light-bodied,High,"['Shellfish', 'Vegetarian', 'Goat Cheese']"
Maximin Grünhäuser Abtsberg Riesling Spätlese,Maximin Grünhaus,Riesling,Mosel,Germany,,4.15,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
Riesling Hubacker GG,Keller,Riesling,Rheinhessen,Germany,,4.49,,White,Light-bodied,High,"['Pork', 'Shellfish', 'Spicy Food', 'Poultry', 'Cured Meat']"
